"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"20.02.2018","19,80","18,83","20,51","17,73","","5,15%"
"16.02.2018","18,83","20,20","20,20","14,60","","-6,04%"
"15.02.2018","20,04","21,28","21,62","18,70","","-5,87%"
"14.02.2018","21,29","25,59","25,59","15,02","","-11,03%"
"13.02.2018","23,93","26,39","27,66","19,78","","-9,32%"
"12.02.2018","26,39","28,20","29,99","23,55","","-6,42%"
"09.02.2018","28,20","28,73","40,21","24,29","","-0,81%"
"08.02.2018","28,43","21,53","32,39","20,36","","32,29%"
"07.02.2018","21,49","25,34","25,34","15,25","","-15,23%"
"06.02.2018","25,35","22,69","35,51","19,89","","10,70%"
"05.02.2018","22,90","17,44","28,07","13,48","","32,22%"
"02.02.2018","17,32","14,59","17,65","11,72","","18,63%"
"01.02.2018","14,60","14,65","15,14","10,29","","-0,48%"
"31.01.2018","14,67","15,64","15,83","11,05","","-6,20%"
"30.01.2018","15,64","14,89","16,62","11,28","","5,04%"
"29.01.2018","14,89","12,72","14,91","10,91","","16,97%"
"26.01.2018","12,73","13,21","13,61","11,24","","-3,71%"
"25.01.2018","13,22","12,99","13,23","9,11","","1,54%"
"24.01.2018","13,02","12,80","13,70","10,60","","2,04%"
"23.01.2018","12,76","12,58","13,03","9,64","","1,43%"
"22.01.2018","12,58","12,07","12,67","10,67","","4,23%"
"19.01.2018","12,07","12,95","13,26","10,74","","-6,58%"
"18.01.2018","12,92","12,98","13,89","9,87","","-0,62%"
"17.01.2018","13,00","12,58","13,31","10,84","","3,34%"
"16.01.2018","12,58","10,90","13,13","10,80","","15,41%"
"12.01.2018","10,90","10,54","11,22","10,47","","3,42%"
"11.01.2018","10,54","10,67","10,91","8,18","","-1,13%"
"10.01.2018","10,66","10,91","12,38","9,73","","-2,29%"
"09.01.2018","10,91","10,52","11,06","10,36","","3,71%"
"08.01.2018","10,52","10,21","10,71","9,75","","3,04%"
"05.01.2018","10,21","10,09","10,46","8,83","","1,19%"
"04.01.2018","10,09","10,49","10,56","9,47","","-3,63%"
"03.01.2018","10,47","11,05","11,05","8,33","","-5,25%"
"02.01.2018","11,05","11,78","12,00","9,76","","-6,20%"
"29.12.2017","11,78","11,02","11,79","9,93","","6,90%"
"28.12.2017","11,02","10,59","11,36","9,63","","4,06%"
"27.12.2017","10,59","10,90","11,01","10,01","","-2,93%"
"26.12.2017","10,91","10,51","11,39","10,07","","3,81%"
"22.12.2017","10,51","11,40","11,56","7,96","","-7,81%"
"21.12.2017","11,40","10,58","11,69","10,37","","7,75%"
"20.12.2017","10,58","11,45","19,85","10,06","","-7,60%"
"19.12.2017","11,45","11,59","11,73","8,77","","-1,29%"
"18.12.2017","11,60","10,56","11,91","10,56","","9,74%"
"15.12.2017","10,57","11,59","12,96","9,23","","-8,88%"
"14.12.2017","11,60","11,34","11,76","6,53","","2,29%"
"13.12.2017","11,34","11,41","11,57","9,40","","-0,61%"
"12.12.2017","11,41","11,04","11,65","10,98","","3,35%"
"11.12.2017","11,04","11,69","11,78","9,66","","-5,48%"
"08.12.2017","11,68","12,62","15,99","11,58","","-7,67%"
"07.12.2017","12,65","13,25","20,61","11,84","","-4,46%"
"06.12.2017","13,24","13,85","14,10","9,32","","-4,27%"
"05.12.2017","13,83","14,08","18,16","13,35","","-1,71%"
"04.12.2017","14,07","14,12","20,50","11,40","","-0,28%"
"01.12.2017","14,11","13,42","19,94","11,29","","5,14%"
"30.11.2017","13,42","12,78","13,67","11,17","","5,01%"
"29.11.2017","12,78","10,52","13,02","10,13","","21,48%"
"28.11.2017","10,52","10,99","11,14","9,11","","-4,28%"
"27.11.2017","10,99","11,21","11,81","10,47","","-1,96%"
"24.11.2017","11,21","10,92","11,71","10,92","","2,66%"
"22.11.2017","10,92","10,67","11,13","9,82","","2,34%"
"21.11.2017","10,67","11,48","11,48","10,27","","-7,06%"
"20.11.2017","11,48","12,39","12,55","11,44","","-7,27%"
"17.11.2017","12,38","12,32","20,02","11,95","","0,49%"
"16.11.2017","12,32","13,51","13,51","11,56","","-8,94%"
"15.11.2017","13,53","11,96","20,05","11,40","","13,22%"
"14.11.2017","11,95","11,56","12,99","10,45","","3,37%"
"13.11.2017","11,56","11,57","12,93","11,18","","-0,09%"
"10.11.2017","11,57","11,35","17,80","11,06","","1,94%"
"09.11.2017","11,35","10,24","12,19","8,96","","10,62%"
"08.11.2017","10,26","10,41","10,94","9,94","","-1,44%"
"07.11.2017","10,41","10,40","11,25","9,67","","0,10%"
"06.11.2017","10,40","10,24","11,08","10,15","","1,66%"
"03.11.2017","10,23","10,90","14,63","9,10","","-6,15%"
"02.11.2017","10,90","10,83","27,74","10,58","","0,65%"
"01.11.2017","10,83","11,01","22,84","10,38","","-1,55%"
"31.10.2017","11,00","12,56","16,93","10,76","","-12,35%"
"30.10.2017","12,55","11,89","13,26","11,73","","5,55%"
"27.10.2017","11,89","13,31","15,40","10,78","","-10,67%"
"26.10.2017","13,31","12,63","16,07","12,00","","5,13%"
"25.10.2017","12,66","13,59","17,84","11,76","","-6,84%"
"24.10.2017","13,59","12,52","15,22","11,23","","8,55%"
"23.10.2017","12,52","11,69","12,53","11,17","","7,10%"
"20.10.2017","11,69","11,39","11,74","8,99","","2,63%"
"19.10.2017","11,39","10,93","17,28","10,06","","4,21%"
"18.10.2017","10,93","10,42","11,21","7,57","","4,89%"
"17.10.2017","10,42","10,07","10,53","9,70","","3,68%"
"16.10.2017","10,05","10,18","10,30","8,85","","-1,37%"
"13.10.2017","10,19","10,40","10,40","9,91","","-2,02%"
"12.10.2017","10,40","10,62","10,79","10,35","","-2,16%"
"11.10.2017","10,63","10,77","10,77","10,41","","-1,30%"
"10.10.2017","10,77","10,57","10,91","10,13","","1,89%"
"09.10.2017","10,57","10,07","10,69","10,07","","4,97%"
"06.10.2017","10,07","10,03","10,89","9,07","","0,40%"
"05.10.2017","10,03","10,08","10,25","9,83","","-0,59%"
"04.10.2017","10,09","10,10","10,44","9,01","","-0,20%"
"03.10.2017","10,11","10,21","10,33","9,78","","-0,98%"
"02.10.2017","10,21","10,35","10,71","9,67","","-1,54%"
"29.09.2017","10,37","10,12","10,49","8,99","","2,47%"
"28.09.2017","10,12","10,32","10,62","10,02","","-1,94%"
"27.09.2017","10,32","10,51","10,87","9,75","","-1,90%"
"26.09.2017","10,52","10,35","10,86","9,16","","1,64%"
"25.09.2017","10,35","10,01","11,09","10,01","","3,40%"
"22.09.2017","10,01","9,88","12,14","9,66","","1,32%"
"21.09.2017","9,88","9,83","10,22","9,18","","0,51%"
"20.09.2017","9,83","9,95","10,36","8,01","","-1,21%"
"19.09.2017","9,95","9,76","10,01","9,59","","1,95%"
"18.09.2017","9,76","9,84","10,19","8,89","","-0,81%"
"15.09.2017","9,84","9,84","10,11","7,57","","0,00%"
"14.09.2017","9,84","9,96","10,19","9,01","","-1,20%"
"13.09.2017","9,96","10,19","10,19","9,59","","-0,50%"
"12.09.2017","10,01","9,63","16,52","9,20","","3,95%"
"11.09.2017","9,63","12,01","12,01","3,93","","-19,82%"
"08.09.2017","12,01","11,47","12,41","10,15","","4,71%"
"07.09.2017","11,47","11,77","12,21","10,72","","-2,55%"
"06.09.2017","11,77","12,45","12,55","11,25","","-5,46%"
"05.09.2017","12,45","10,62","13,83","10,62","","17,23%"
"01.09.2017","10,62","11,11","11,11","10,30","","-4,50%"
"31.08.2017","11,12","11,62","12,19","10,28","","-3,97%"
"30.08.2017","11,58","11,67","12,00","9,01","","-0,69%"
"29.08.2017","11,66","11,47","13,44","11,02","","1,75%"
"28.08.2017","11,46","11,20","11,87","11,20","","2,41%"
"25.08.2017","11,19","11,59","11,88","10,26","","-3,45%"
"24.08.2017","11,59","11,72","12,45","11,50","","-1,11%"
"23.08.2017","11,72","10,90","12,10","10,15","","7,52%"
"22.08.2017","10,90","12,53","12,53","10,90","","-13,01%"
"21.08.2017","12,53","13,30","14,66","12,41","","-5,65%"
"18.08.2017","13,28","13,93","14,90","12,77","","-4,67%"
"17.08.2017","13,93","11,10","14,15","10,38","","25,27%"
"16.08.2017","11,12","11,34","11,70","10,53","","-1,94%"
"15.08.2017","11,34","12,04","12,04","11,15","","-5,81%"
"14.08.2017","12,04","13,91","13,91","11,23","","-13,32%"
"11.08.2017","13,89","15,07","15,07","13,78","","-7,83%"
"10.08.2017","15,07","11,59","15,21","11,59","","30,25%"
"09.08.2017","11,57","11,47","12,66","11,40","","0,87%"
"08.08.2017","11,47","10,62","11,85","10,08","","8,11%"
"07.08.2017","10,61","10,33","10,85","10,29","","2,71%"
"04.08.2017","10,33","10,26","10,68","10,03","","0,68%"
"03.08.2017","10,26","10,65","10,70","9,51","","-3,66%"
"02.08.2017","10,65","10,06","10,82","9,64","","5,97%"
"01.08.2017","10,05","10,37","10,40","9,76","","-3,09%"
"31.07.2017","10,37","10,44","10,83","10,21","","-0,86%"
"28.07.2017","10,46","10,11","11,13","10,11","","3,16%"
"27.07.2017","10,14","9,70","10,97","7,74","","4,54%"
"26.07.2017","9,70","9,84","9,84","9,22","","-1,42%"
"25.07.2017","9,84","9,62","10,53","8,86","","2,18%"
"24.07.2017","9,63","9,55","10,06","8,36","","0,84%"
"21.07.2017","9,55","9,66","10,23","9,44","","-0,83%"
"20.07.2017","9,63","9,67","12,54","9,03","","-0,41%"
"19.07.2017","9,67","9,88","9,98","8,40","","-2,13%"
"18.07.2017","9,88","9,97","10,78","9,78","","-0,90%"
"17.07.2017","9,97","9,75","10,18","9,43","","2,15%"
"14.07.2017","9,76","9,88","10,13","9,60","","-1,51%"
"13.07.2017","9,91","10,20","10,30","9,90","","-2,84%"
"12.07.2017","10,20","10,85","10,85","9,98","","-5,99%"
"11.07.2017","10,85","10,89","15,71","10,78","","-0,18%"
"10.07.2017","10,87","11,05","11,48","10,71","","-1,63%"
"07.07.2017","11,05","11,87","11,87","10,88","","-6,83%"
"06.07.2017","11,86","10,86","13,96","9,29","","9,21%"
"05.07.2017","10,86","10,88","11,61","10,38","","-0,18%"
"03.07.2017","10,88","10,53","10,97","9,26","","3,32%"
"30.06.2017","10,53","10,59","10,93","10,06","","-0,57%"
"29.06.2017","10,59","9,88","13,39","9,88","","7,19%"
"28.06.2017","9,88","10,86","10,86","9,74","","-9,02%"
"27.06.2017","10,86","9,85","11,02","9,65","","10,25%"
"26.06.2017","9,85","9,71","10,26","9,63","","1,44%"
"23.06.2017","9,71","10,22","10,41","9,59","","-4,99%"
"22.06.2017","10,22","10,40","13,56","9,98","","-1,73%"
"21.06.2017","10,40","10,36","11,44","9,99","","0,39%"
"20.06.2017","10,36","9,94","10,50","9,94","","4,23%"
"19.06.2017","9,94","9,84","10,06","9,59","","1,12%"
"16.06.2017","9,83","10,43","10,69","9,76","","-6,02%"
"15.06.2017","10,46","9,99","11,18","9,99","","4,70%"
"14.06.2017","9,99","10,03","11,37","6,96","","-0,40%"
"13.06.2017","10,03","10,62","10,62","9,82","","-5,47%"
"12.06.2017","10,61","10,59","13,79","10,57","","0,19%"
"09.06.2017","10,59","10,56","13,23","9,57","","0,28%"
"08.06.2017","10,56","10,83","12,25","9,55","","-2,49%"
"07.06.2017","10,83","11,06","12,91","9,16","","-2,08%"
"06.06.2017","11,06","10,64","12,38","10,45","","3,95%"
"05.06.2017","10,64","10,04","10,67","9,93","","5,98%"
"02.06.2017","10,04","9,90","10,74","9,53","","1,41%"
"01.06.2017","9,90","10,30","11,28","9,41","","-3,88%"
"31.05.2017","10,30","10,29","11,05","10,14","","0,19%"
"30.05.2017","10,28","9,60","11,26","9,60","","7,08%"
"26.05.2017","9,60","9,92","10,18","9,47","","-3,23%"
"25.05.2017","9,92","9,71","10,03","9,18","","2,16%"
"24.05.2017","9,71","10,19","10,34","9,59","","-4,71%"
"23.05.2017","10,19","10,13","10,39","9,97","","0,69%"
"22.05.2017","10,12","11,09","11,09","10,03","","-8,75%"
"19.05.2017","11,09","13,47","13,47","10,70","","-17,67%"
"18.05.2017","13,47","13,70","14,49","10,12","","-1,68%"
"17.05.2017","13,70","10,43","14,08","10,43","","31,48%"
"16.05.2017","10,42","10,38","10,45","9,49","","0,39%"
"15.05.2017","10,38","10,62","10,75","9,71","","-2,35%"
"12.05.2017","10,63","10,84","11,40","10,57","","-1,94%"
"11.05.2017","10,84","10,94","11,59","9,36","","-0,91%"
"10.05.2017","10,94","10,59","10,96","9,83","","3,30%"
"09.05.2017","10,59","10,42","10,75","9,14","","1,73%"
"08.05.2017","10,41","10,78","10,78","8,62","","-3,43%"
"05.05.2017","10,78","10,95","11,30","10,41","","-1,55%"
"04.05.2017","10,95","10,73","12,10","8,21","","2,05%"
"03.05.2017","10,73","10,66","11,26","10,31","","0,66%"
"02.05.2017","10,66","10,31","10,68","10,29","","3,39%"
"01.05.2017","10,31","10,49","12,49","8,86","","-1,72%"
"28.04.2017","10,49","10,22","10,67","7,53","","2,64%"
"27.04.2017","10,22","10,40","11,10","10,16","","-1,73%"
"26.04.2017","10,40","10,37","10,58","10,02","","0,39%"
"25.04.2017","10,36","10,30","10,44","8,43","","0,58%"
"24.04.2017","10,30","13,84","13,84","10,17","","-25,58%"
"21.04.2017","13,84","13,06","14,48","10,83","","6,13%"
"20.04.2017","13,04","14,36","15,73","11,19","","-9,19%"
"19.04.2017","14,36","13,84","14,54","10,07","","4,28%"
"18.04.2017","13,77","13,71","19,27","13,02","","0,44%"
"17.04.2017","13,71","14,58","14,90","12,07","","-5,97%"
"13.04.2017","14,58","14,18","14,79","14,18","","3,18%"
"12.04.2017","14,13","13,98","14,66","13,96","","1,07%"
"11.04.2017","13,98","12,64","15,55","12,64","","10,60%"
"10.04.2017","12,64","12,14","13,27","12,14","","4,12%"
"07.04.2017","12,14","11,86","12,65","11,73","","2,36%"
"06.04.2017","11,86","12,33","12,77","11,42","","-3,81%"
"05.04.2017","12,33","11,23","12,33","10,75","","9,80%"
"04.04.2017","11,23","11,60","12,04","11,19","","-3,11%"
"03.04.2017","11,59","11,42","12,62","11,22","","1,31%"
"31.03.2017","11,44","10,97","11,61","9,32","","4,28%"
"30.03.2017","10,97","11,01","11,14","10,78","","-0,18%"
"29.03.2017","10,99","10,98","11,23","10,28","","0,09%"
"28.03.2017","10,98","12,12","12,12","10,74","","-9,41%"
"27.03.2017","12,12","12,31","13,42","12,10","","-1,54%"
"24.03.2017","12,31","12,19","13,54","9,99","","0,82%"
"23.03.2017","12,21","12,39","14,13","10,44","","-1,37%"
"22.03.2017","12,38","11,98","12,55","11,56","","3,34%"
"21.03.2017","11,98","10,44","12,33","10,44","","14,53%"
"20.03.2017","10,46","10,34","10,95","10,34","","1,26%"
"17.03.2017","10,33","10,56","10,56","9,98","","-2,18%"
"16.03.2017","10,56","9,83","10,90","9,83","","39,31%"
"15.03.2017","7,58","11,43","12,37","7,58","","-33,51%"
"14.03.2017","11,40","10,36","11,60","10,36","","9,93%"
"13.03.2017","10,37","11,52","11,52","10,27","","-9,98%"
"10.03.2017","11,52","12,07","12,07","11,45","","-4,56%"
"09.03.2017","12,07","11,68","12,25","11,44","","3,34%"
"08.03.2017","11,68","11,15","11,73","11,15","","4,75%"
"07.03.2017","11,15","11,34","11,75","11,15","","-1,68%"
"06.03.2017","11,34","11,26","11,77","11,26","","0,71%"
"03.03.2017","11,26","11,86","11,86","9,37","","-5,06%"
"02.03.2017","11,86","12,41","12,41","11,42","","-4,43%"
"01.03.2017","12,41","12,94","12,94","10,26","","-4,10%"
"28.02.2017","12,94","12,33","13,16","12,12","","5,03%"
"27.02.2017","12,32","11,34","12,51","11,00","","8,64%"
"24.02.2017","11,34","11,70","11,81","8,81","","-3,16%"
"23.02.2017","11,71","11,71","12,35","11,69","","0,00%"
"22.02.2017","11,71","11,74","12,09","11,54","","-0,26%"
"21.02.2017","11,74","11,33","11,93","10,05","","3,62%"
"17.02.2017","11,33","11,59","11,86","10,83","","-2,33%"
"16.02.2017","11,60","11,79","12,43","11,56","","-1,61%"
"15.02.2017","11,79","10,72","11,86","8,06","","9,98%"
"14.02.2017","10,72","10,85","11,20","10,68","","-1,11%"
"13.02.2017","10,84","10,98","11,22","10,83","","-1,28%"
"10.02.2017","10,98","11,22","11,22","10,98","","-2,14%"
"09.02.2017","11,22","11,81","11,81","11,12","","-5,00%"
"08.02.2017","11,81","11,40","11,87","11,40","","3,60%"
"07.02.2017","11,40","11,39","11,42","11,34","","0,09%"
"06.02.2017","11,39","11,36","12,01","11,34","","0,26%"
"03.02.2017","11,36","12,09","12,09","11,23","","-6,12%"
"02.02.2017","12,10","11,93","13,80","11,68","","1,42%"
"01.02.2017","11,93","12,26","13,64","11,26","","-2,61%"
"31.01.2017","12,25","12,13","13,30","12,13","","0,99%"
"30.01.2017","12,13","10,56","12,53","10,56","","14,87%"
"27.01.2017","10,56","10,67","11,25","10,45","","-1,03%"
"26.01.2017","10,67","10,85","11,98","9,57","","-1,66%"
"25.01.2017","10,85","11,16","11,16","10,48","","-2,78%"
"24.01.2017","11,16","11,88","11,88","11,11","","-6,06%"
"23.01.2017","11,88","11,44","12,61","11,44","","3,57%"
"20.01.2017","11,47","12,74","12,79","11,42","","-9,97%"
"19.01.2017","12,74","12,77","13,31","10,33","","-0,39%"
"18.01.2017","12,79","12,22","13,11","12,22","","4,66%"
"17.01.2017","12,22","11,73","12,78","11,73","","4,18%"
"13.01.2017","11,73","11,83","11,83","11,68","","-0,85%"
"12.01.2017","11,83","11,69","14,49","11,69","","1,11%"
"11.01.2017","11,70","12,05","15,14","11,66","","-2,90%"
"10.01.2017","12,05","12,05","12,29","11,95","","0,00%"
"09.01.2017","12,05","11,79","12,62","11,79","","2,21%"
"06.01.2017","11,79","12,04","12,30","11,56","","-2,08%"
"05.01.2017","12,04","12,27","12,44","8,89","","-1,87%"
"04.01.2017","12,27","13,08","13,08","12,04","","-6,19%"
"03.01.2017","13,08","13,88","13,88","12,49","","-5,76%"
"30.12.2016","13,88","13,32","14,46","10,76","","4,20%"
"29.12.2016","13,32","12,94","13,66","12,92","","3,18%"
"28.12.2016","12,91","12,31","12,92","12,13","","4,87%"
"27.12.2016","12,31","11,54","12,49","11,54","","6,67%"
"23.12.2016","11,54","11,49","11,92","11,49","","0,44%"
"22.12.2016","11,49","11,36","12,88","10,16","","1,14%"
"21.12.2016","11,36","11,45","13,65","10,78","","-0,79%"
"20.12.2016","11,45","11,48","11,70","11,30","","-0,26%"
"19.12.2016","11,48","11,77","12,26","11,47","","-2,46%"
"16.12.2016","11,77","12,30","12,44","11,48","","-4,31%"
"15.12.2016","12,30","12,54","12,79","3,59","","-1,91%"
"14.12.2016","12,54","12,29","16,45","10,91","","2,03%"
"13.12.2016","12,29","12,10","12,85","5,77","","1,65%"
"12.12.2016","12,09","12,41","12,64","11,57","","-2,58%"
"09.12.2016","12,41","13,21","13,37","12,41","","-6,06%"
"08.12.2016","13,21","12,07","13,71","12,07","","9,44%"
"07.12.2016","12,07","12,22","12,34","9,98","","-1,23%"
"06.12.2016","12,22","12,31","12,58","11,97","","-0,81%"
"05.12.2016","12,32","13,58","13,92","9,21","","-9,28%"
"02.12.2016","13,58","13,62","14,16","12,46","","-0,29%"
"01.12.2016","13,62","13,51","14,14","13,33","","0,89%"
"30.11.2016","13,50","13,17","13,54","12,23","","2,51%"
"29.11.2016","13,17","13,66","14,03","13,17","","-3,59%"
"28.11.2016","13,66","12,81","13,94","12,81","","6,64%"
"25.11.2016","12,81","12,77","13,06","10,48","","0,31%"
"23.11.2016","12,77","12,55","13,22","12,55","","1,75%"
"22.11.2016","12,55","12,66","13,01","12,31","","-0,87%"
"21.11.2016","12,66","13,14","13,36","12,48","","-3,65%"
"18.11.2016","13,14","13,55","13,71","12,68","","-3,10%"
"17.11.2016","13,56","13,61","13,81","13,16","","-0,37%"
"16.11.2016","13,61","13,30","14,16","13,23","","2,33%"
"15.11.2016","13,30","13,93","14,47","13,17","","-4,73%"
"14.11.2016","13,96","15,02","15,08","13,86","","-7,06%"
"11.11.2016","15,02","14,55","15,18","14,54","","3,23%"
"10.11.2016","14,55","14,63","15,65","11,66","","-0,48%"
"09.11.2016","14,62","17,93","18,58","13,85","","-18,46%"
"08.11.2016","17,93","18,01","19,21","16,02","","-0,39%"
"07.11.2016","18,00","21,46","21,46","17,83","","-16,12%"
"04.11.2016","21,46","20,66","21,91","20,14","","4,02%"
"03.11.2016","20,63","18,60","20,94","15,87","","11,03%"
"02.11.2016","18,58","18,31","19,29","17,89","","1,47%"
"01.11.2016","18,31","17,29","20,07","12,65","","5,90%"
"31.10.2016","17,29","16,36","17,75","14,06","","5,75%"
"28.10.2016","16,35","15,43","17,40","14,15","","6,03%"
"27.10.2016","15,42","14,58","15,44","14,21","","5,69%"
"26.10.2016","14,59","14,00","15,04","14,00","","4,21%"
"25.10.2016","14,00","13,70","14,41","13,70","","2,34%"
"24.10.2016","13,68","13,78","13,97","12,99","","-0,73%"
"21.10.2016","13,78","13,81","14,63","13,63","","-0,22%"
"20.10.2016","13,81","14,31","14,66","13,77","","-3,56%"
"19.10.2016","14,32","15,06","15,06","13,95","","-4,91%"
"18.10.2016","15,06","15,62","15,62","14,79","","-3,59%"
"17.10.2016","15,62","15,48","16,19","15,43","","0,90%"
"14.10.2016","15,48","15,82","15,82","14,81","","-2,15%"
"13.10.2016","15,82","15,24","17,03","15,24","","3,74%"
"12.10.2016","15,25","15,06","15,70","14,94","","1,40%"
"11.10.2016","15,04","13,63","23,23","13,63","","10,34%"
"10.10.2016","13,63","14,17","14,17","13,61","","-3,81%"
"07.10.2016","14,17","13,94","14,83","13,88","","1,72%"
"06.10.2016","13,93","13,94","14,76","13,91","","-0,07%"
"05.10.2016","13,94","14,47","14,47","13,47","","-3,66%"
"04.10.2016","14,47","14,15","15,24","13,46","","2,26%"
"03.10.2016","14,15","13,81","14,99","13,81","","2,83%"
"30.09.2016","13,76","14,70","14,70","13,18","","-6,39%"
"29.09.2016","14,70","13,01","16,20","12,78","","12,99%"
"28.09.2016","13,01","13,52","14,03","11,75","","-3,77%"
"27.09.2016","13,52","14,82","15,40","13,49","","-8,77%"
"26.09.2016","14,82","12,47","14,94","11,18","","19,04%"
"23.09.2016","12,45","12,08","12,80","12,08","","3,06%"
"22.09.2016","12,08","13,13","13,13","11,83","","-8,00%"
"21.09.2016","13,13","15,37","15,37","13,01","","-14,68%"
"20.09.2016","15,39","14,85","15,45","14,36","","3,57%"
"19.09.2016","14,86","14,61","15,25","14,01","","1,71%"
"16.09.2016","14,61","14,90","15,76","14,51","","-1,95%"
"15.09.2016","14,90","16,79","16,79","14,57","","-11,04%"
"14.09.2016","16,75","16,55","19,47","12,30","","1,21%"
"13.09.2016","16,55","13,33","17,46","13,33","","24,06%"
"12.09.2016","13,34","16,48","16,72","13,11","","-19,05%"
"09.09.2016","16,48","12,06","16,53","12,06","","36,65%"
"08.09.2016","12,06","12,05","12,11","12,05","","0,08%"
"07.09.2016","12,05","11,98","12,06","11,98","","0,58%"
"06.09.2016","11,98","11,65","11,98","11,65","","2,83%"
"02.09.2016","11,65","12,84","12,84","11,63","","-9,34%"
"01.09.2016","12,85","12,78","13,81","12,78","","0,55%"
"31.08.2016","12,78","12,63","13,66","12,63","","1,11%"
"30.08.2016","12,64","12,72","13,04","12,47","","-0,63%"
"29.08.2016","12,72","12,97","13,41","12,71","","-1,93%"
"26.08.2016","12,97","12,93","13,95","11,87","","0,23%"
"25.08.2016","12,94","12,72","13,28","12,63","","1,73%"
"24.08.2016","12,72","12,11","13,29","12,11","","5,04%"
"23.08.2016","12,11","11,92","12,20","11,54","","1,59%"
"22.08.2016","11,92","11,09","12,67","11,09","","7,48%"
"19.08.2016","11,09","11,16","11,84","11,08","","-0,63%"
"18.08.2016","11,16","11,61","11,76","11,10","","-3,79%"
"17.08.2016","11,60","12,08","12,93","11,54","","-4,13%"
"16.08.2016","12,10","11,44","12,22","11,44","","5,77%"
"15.08.2016","11,44","11,61","11,61","11,25","","-1,46%"
"12.08.2016","11,61","11,62","11,86","11,41","","-0,09%"
"11.08.2016","11,62","11,69","11,80","11,49","","-0,60%"
"10.08.2016","11,69","11,41","11,70","11,41","","2,45%"
"09.08.2016","11,41","11,76","11,76","11,41","","-2,98%"
"08.08.2016","11,76","11,85","11,95","11,75","","-0,76%"
"05.08.2016","11,85","12,53","12,53","11,83","","-5,43%"
"04.08.2016","12,53","12,80","12,91","12,46","","-2,03%"
"03.08.2016","12,79","13,17","13,52","12,62","","-2,89%"
"02.08.2016","13,17","12,56","13,78","12,56","","4,86%"
"01.08.2016","12,56","11,98","13,05","11,98","","4,84%"
"29.07.2016","11,98","12,25","12,59","11,97","","-2,12%"
"28.07.2016","12,24","12,43","12,93","12,17","","-1,53%"
"27.07.2016","12,43","13,02","13,58","12,19","","-4,53%"
"26.07.2016","13,02","13,00","13,41","12,77","","0,15%"
"25.07.2016","13,00","12,00","13,48","12,00","","8,33%"
"22.07.2016","12,00","12,59","12,71","11,95","","-4,69%"
"21.07.2016","12,59","11,64","13,03","11,64","","8,07%"
"20.07.2016","11,65","11,72","11,75","11,25","","-0,43%"
"19.07.2016","11,70","12,09","12,40","11,69","","-3,23%"
"18.07.2016","12,09","11,75","12,70","11,75","","2,89%"
"15.07.2016","11,75","12,08","12,18","11,43","","-2,73%"
"14.07.2016","12,08","12,27","12,36","11,87","","-1,55%"
"13.07.2016","12,27","12,76","12,76","12,09","","-3,84%"
"12.07.2016","12,76","12,61","12,98","11,79","","1,19%"
"11.07.2016","12,61","13,43","13,43","11,55","","-6,11%"
"08.07.2016","13,43","14,72","14,72","13,43","","-8,76%"
"07.07.2016","14,72","15,58","15,58","14,34","","-5,52%"
"06.07.2016","15,58","15,07","16,13","15,07","","3,32%"
"05.07.2016","15,08","14,26","15,74","14,26","","5,75%"
"01.07.2016","14,26","15,15","15,15","13,83","","-5,87%"
"30.06.2016","15,15","15,86","15,86","14,80","","-4,54%"
"29.06.2016","15,87","17,97","17,97","15,87","","-11,69%"
"28.06.2016","17,97","21,95","21,95","17,03","","-18,13%"
"27.06.2016","21,95","22,73","23,69","21,36","","-3,35%"
"24.06.2016","22,71","16,30","22,71","16,30","","39,33%"
"23.06.2016","16,30","19,30","19,30","15,70","","-15,54%"
"22.06.2016","19,30","17,16","19,34","16,37","","12,47%"
"21.06.2016","17,16","16,77","17,35","16,38","","2,20%"
"20.06.2016","16,79","17,67","17,67","14,94","","-5,03%"
"17.06.2016","17,68","17,70","18,20","16,92","","-0,11%"
"16.06.2016","17,70","18,17","20,63","17,39","","-2,59%"
"15.06.2016","18,17","18,23","18,23","15,64","","-0,16%"
"14.06.2016","18,20","18,44","19,71","18,17","","-1,30%"
"13.06.2016","18,44","14,86","18,45","14,86","","24,09%"
"10.06.2016","14,86","13,72","14,99","13,72","","8,31%"
"09.06.2016","13,72","13,11","13,87","13,11","","4,65%"
"08.06.2016","13,11","12,79","13,24","12,79","","2,50%"
"07.06.2016","12,79","13,24","13,24","12,65","","-3,40%"
"06.06.2016","13,24","12,66","13,31","12,66","","4,58%"
"03.06.2016","12,66","13,09","13,83","12,46","","-3,28%"
"02.06.2016","13,09","13,57","14,22","12,99","","-3,54%"
"01.06.2016","13,57","13,70","14,61","13,42","","-0,95%"
"31.05.2016","13,70","12,44","14,23","12,44","","10,13%"
"27.05.2016","12,44","12,81","12,96","12,32","","-2,89%"
"26.05.2016","12,81","13,14","13,29","12,81","","-2,51%"
"25.05.2016","13,14","13,57","13,57","12,69","","-3,17%"
"24.05.2016","13,57","14,67","16,16","13,49","","-7,50%"
"23.05.2016","14,67","14,48","15,27","14,36","","1,31%"
"20.05.2016","14,48","15,74","15,74","14,46","","-8,01%"
"19.05.2016","15,74","15,31","16,91","15,31","","2,81%"
"18.05.2016","15,31","15,06","15,86","14,33","","1,66%"
